no;block_unique;block;block.pair;cz;population;isoline;treatment;temperature;repr.type;sum;propN_start;propN_F1;fitness;anc_pop
173;IV.II_E73_Iz6;IV.II;IV;II;E73;Iz6;ev24;24C;WT;394;0.712686567;0.69035533;-0.022331237;IV.II_ancWT6_Iz6
174;IV.II_E73_Iz6;IV.II;IV;II;E73;Iz6;ev24;24C;WT;469;0.712686567;0.703624733;-0.009061834;IV.II_ancWT6_Iz6
175;IV.I_E73_Iz6;IV.I;IV;I;E73;Iz6;ev24;24C;WT;609;0.643243243;0.70771757;0.064474327;IV.I_ancWT6_Iz6
176;IV.II_E73_Iz6;IV.II;IV;II;E73;Iz6;ev24;24C;WT;329;0.712686567;0.714285714;0.001599147;IV.II_ancWT6_Iz6
177;I.II_E74_Iz6;I.II;I;II;E74;Iz6;ev24;24C;WT;883;0.485519591;0.32389581;-0.161623781;I.II_ancWT6_Iz6
178;I.II_E74_Iz6;I.II;I;II;E74;Iz6;ev24;24C;WT;675;0.485519591;0.325925926;-0.159593665;I.II_ancWT6_Iz6
179;I.II_E74_Iz6;I.II;I;II;E74;Iz6;ev24;24C;WT;858;0.485519591;0.348484848;-0.137034743;I.II_ancWT6_Iz6
180;I.II_E74_Iz6;I.II;I;II;E74;Iz6;ev24;24C;WT;1001;0.485519591;0.353646354;-0.131873237;I.II_ancWT6_Iz6
181;I.I_E74_Iz6;I.I;I;I;E74;Iz6;ev24;24C;WT;1054;0.607344633;0.5056926;-0.101652033;I.I_ancWT6_Iz6
182;I.I_E74_Iz6;I.I;I;I;E74;Iz6;ev24;24C;WT;473;0.607344633;0.526427061;-0.080917571;I.I_ancWT6_Iz6
183;I.I_E74_Iz6;I.I;I;I;E74;Iz6;ev24;24C;WT;1351;0.607344633;0.541080681;-0.066263952;I.I_ancWT6_Iz6
184;I.I_E74_Iz6;I.I;I;I;E74;Iz6;ev24;24C;WT;697;0.607344633;0.588235294;-0.019109339;I.I_ancWT6_Iz6
185;IV.I_E74_Iz6;IV.I;IV;I;E74;Iz6;ev24;24C;WT;327;0.741721854;0.727828746;-0.013893108;IV.I_ancWT6_Iz6
186;IV.II_E74_Iz6;IV.II;IV;II;E74;Iz6;ev24;24C;WT;624;0.766447368;0.754807692;-0.011639676;IV.II_ancWT6_Iz6
187;IV.I_E74_Iz6;IV.I;IV;I;E74;Iz6;ev24;24C;WT;809;0.741721854;0.755253399;0.013531545;IV.I_ancWT6_Iz6
188;IV.II_E74_Iz6;IV.II;IV;II;E74;Iz6;ev24;24C;WT;634;0.766447368;0.755520505;-0.010926864;IV.II_ancWT6_Iz6
189;IV.I_E74_Iz6;IV.I;IV;I;E74;Iz6;ev24;24C;WT;544;0.741721854;0.757352941;0.015631087;IV.I_ancWT6_Iz6
190;IV.II_E74_Iz6;IV.II;IV;II;E74;Iz6;ev24;24C;WT;744;0.766447368;0.762096774;-0.004350594;IV.II_ancWT6_Iz6
191;IV.I_E74_Iz6;IV.I;IV;I;E74;Iz6;ev24;24C;WT;893;0.741721854;0.790593505;0.048871651;IV.I_ancWT6_Iz6
192;IV.II_E74_Iz6;IV.II;IV;II;E74;Iz6;ev24;24C;WT;422;0.766447368;0.798578199;0.032130831;IV.II_ancWT6_Iz6
193;I.II_E75_Iz6;I.II;I;II;E75;Iz6;ev24;24C;WT;678;0.479338843;0.315634218;-0.163704625;I.II_ancWT6_Iz6
194;I.II_E75_Iz6;I.II;I;II;E75;Iz6;ev24;24C;WT;662;0.479338843;0.31570997;-0.163628873;I.II_ancWT6_Iz6
195;I.II_E75_Iz6;I.II;I;II;E75;Iz6;ev24;24C;WT;991;0.479338843;0.354187689;-0.125151154;I.II_ancWT6_Iz6
196;I.II_E75_Iz6;I.II;I;II;E75;Iz6;ev24;24C;WT;718;0.479338843;0.370473538;-0.108865305;I.II_ancWT6_Iz6
197;I.I_E75_Iz6;I.I;I;I;E75;Iz6;ev24;24C;WT;900;0.592592593;0.511111111;-0.081481481;I.I_ancWT6_Iz6
198;I.I_E75_Iz6;I.I;I;I;E75;Iz6;ev24;24C;WT;741;0.592592593;0.512820513;-0.07977208;I.I_ancWT6_Iz6
199;I.I_E75_Iz6;I.I;I;I;E75;Iz6;ev24;24C;WT;841;0.592592593;0.544589774;-0.048002819;I.I_ancWT6_Iz6
200;I.I_E75_Iz6;I.I;I;I;E75;Iz6;ev24;24C;WT;629;0.592592593;0.607313196;0.014720603;I.I_ancWT6_Iz6
201;II.I_E86_Iz8;II.I;II;I;E86;Iz8;ev24;24C;WT;794;0.596319018;0.492443325;-0.103875693;II.I_ancWT8_Iz8
202;II.I_E86_Iz8;II.I;II;I;E86;Iz8;ev24;24C;WT;771;0.596319018;0.505836576;-0.090482443;II.I_ancWT8_Iz8
203;II.I_E86_Iz8;II.I;II;I;E86;Iz8;ev24;24C;WT;802;0.596319018;0.527431421;-0.068887597;II.I_ancWT8_Iz8
204;II.I_E86_Iz8;II.I;II;I;E86;Iz8;ev24;24C;WT;808;0.596319018;0.545792079;-0.050526939;II.I_ancWT8_Iz8
205;II.II_E86_Iz8;II.II;II;II;E86;Iz8;ev24;24C;WT;1285;0.786026201;0.715175097;-0.070851104;II.II_ancWT8_Iz8
206;II.II_E86_Iz8;II.II;II;II;E86;Iz8;ev24;24C;WT;1209;0.786026201;0.718775848;-0.067250353;II.II_ancWT8_Iz8
207;II.II_E86_Iz8;II.II;II;II;E86;Iz8;ev24;24C;WT;1270;0.786026201;0.722047244;-0.063978957;II.II_ancWT8_Iz8
208;II.II_E86_Iz8;II.II;II;II;E86;Iz8;ev24;24C;WT;1089;0.786026201;0.759412305;-0.026613896;II.II_ancWT8_Iz8
209;II.I_E87_Iz8;II.I;II;I;E87;Iz8;ev24;24C;WT;923;0.587345254;0.447453954;-0.1398913;II.I_ancWT8_Iz8
210;II.II_E87_Iz8;II.II;II;II;E87;Iz8;ev24;24C;WT;1142;0.56043956;0.469352014;-0.091087546;II.II_ancWT8_Iz8
211;II.II_E87_Iz8;II.II;II;II;E87;Iz8;ev24;24C;WT;1399;0.56043956;0.485346676;-0.075092884;II.II_ancWT8_Iz8
212;II.II_E87_Iz8;II.II;II;II;E87;Iz8;ev24;24C;WT;636;0.56043956;0.487421384;-0.073018177;II.II_ancWT8_Iz8
213;II.II_E87_Iz8;II.II;II;II;E87;Iz8;ev24;24C;WT;542;0.56043956;0.494464945;-0.065974616;II.II_ancWT8_Iz8
214;II.I_E87_Iz8;II.I;II;I;E87;Iz8;ev24;24C;WT;1102;0.587345254;0.514519056;-0.072826198;II.I_ancWT8_Iz8
215;II.I_E87_Iz8;II.I;II;I;E87;Iz8;ev24;24C;WT;1087;0.587345254;0.528058878;-0.059286377;II.I_ancWT8_Iz8
216;II.I_E87_Iz8;II.I;II;I;E87;Iz8;ev24;24C;WT;538;0.587345254;0.620817844;0.033472589;II.I_ancWT8_Iz8
217;III.I_E97_Iz9;III.I;III;I;E97;Iz9;ev24;24C;WT;1411;0.693266833;0.545712261;-0.147554572;III.I_ancWT9_Iz9
218;III.I_E97_Iz9;III.I;III;I;E97;Iz9;ev24;24C;WT;949;0.693266833;0.547945205;-0.145321627;III.I_ancWT9_Iz9
219;III.II_E97_Iz9;III.II;III;II;E97;Iz9;ev24;24C;WT;719;0.637931034;0.574408901;-0.063522133;III.II_ancWT9_Iz9
220;III.II_E97_Iz9;III.II;III;II;E97;Iz9;ev24;24C;WT;929;0.637931034;0.582346609;-0.055584425;III.II_ancWT9_Iz9
221;III.I_E97_Iz9;III.I;III;I;E97;Iz9;ev24;24C;WT;1249;0.693266833;0.596477182;-0.096789651;III.I_ancWT9_Iz9
222;III.I_E97_Iz9;III.I;III;I;E97;Iz9;ev24;24C;WT;814;0.693266833;0.608108108;-0.085158725;III.I_ancWT9_Iz9
223;III.II_E97_Iz9;III.II;III;II;E97;Iz9;ev24;24C;WT;901;0.637931034;0.654827969;0.016896934;III.II_ancWT9_Iz9
224;III.II_E97_Iz9;III.II;III;II;E97;Iz9;ev24;24C;WT;996;0.637931034;0.664658635;0.0267276;III.II_ancWT9_Iz9
225;III.I_E98_Iz9;III.I;III;I;E98;Iz9;ev24;24C;WT;1136;0.553699284;0.434859155;-0.118840129;III.I_ancWT9_Iz9
226;III.I_E98_Iz9;III.I;III;I;E98;Iz9;ev24;24C;WT;486;0.553699284;0.436213992;-0.117485292;III.I_ancWT9_Iz9
227;III.I_E98_Iz9;III.I;III;I;E98;Iz9;ev24;24C;WT;895;0.553699284;0.452513966;-0.101185318;III.I_ancWT9_Iz9
228;III.I_E98_Iz9;III.I;III;I;E98;Iz9;ev24;24C;WT;639;0.553699284;0.503912363;-0.049786921;III.I_ancWT9_Iz9
229;III.II_E98_Iz9;III.II;III;II;E98;Iz9;ev24;24C;WT;636;0.575163399;0.54245283;-0.032710569;III.II_ancWT9_Iz9
230;III.II_E98_Iz9;III.II;III;II;E98;Iz9;ev24;24C;WT;776;0.575163399;0.618556701;0.043393302;III.II_ancWT9_Iz9
231;III.II_E98_Iz9;III.II;III;II;E98;Iz9;ev24;24C;WT;522;0.575163399;0.664750958;0.089587559;III.II_ancWT9_Iz9
232;III.II_E98_Iz9;III.II;III;II;E98;Iz9;ev24;24C;WT;1083;0.575163399;0.671283472;0.096120073;III.II_ancWT9_Iz9
233;III.II_E99_Iz9;III.II;III;II;E99;Iz9;ev24;24C;WT;812;0.48630137;0.426108374;-0.060192995;III.II_ancWT9_Iz9
234;III.I_E99_Iz9;III.I;III;I;E99;Iz9;ev24;24C;WT;891;0.388724036;0.427609428;0.038885392;III.I_ancWT9_Iz9
235;III.I_E99_Iz9;III.I;III;I;E99;Iz9;ev24;24C;WT;994;0.388724036;0.469818913;0.081094878;III.I_ancWT9_Iz9
236;III.I_E99_Iz9;III.I;III;I;E99;Iz9;ev24;24C;WT;693;0.388724036;0.479076479;0.090352443;III.I_ancWT9_Iz9
237;III.II_E99_Iz9;III.II;III;II;E99;Iz9;ev24;24C;WT;1061;0.48630137;0.484448633;-0.001852736;III.II_ancWT9_Iz9
238;III.I_E99_Iz9;III.I;III;I;E99;Iz9;ev24;24C;WT;556;0.388724036;0.494604317;0.105880281;III.I_ancWT9_Iz9
239;III.II_E99_Iz9;III.II;III;II;E99;Iz9;ev24;24C;WT;483;0.48630137;0.532091097;0.045789727;III.II_ancWT9_Iz9
240;III.II_E99_Iz9;III.II;III;II;E99;Iz9;ev24;24C;WT;576;0.48630137;0.539930556;0.053629186;III.II_ancWT9_Iz9
241;II.II_K02_Iz8;II.II;II;II;K02;Iz8;ev20;20C;FOG;525;0.625468165;0.274285714;-0.351182451;II.II_ancFOG8_Iz8
242;II.I_K02_Iz8;II.I;II;I;K02;Iz8;ev20;20C;FOG;1018;0.643266476;0.327111984;-0.316154491;II.I_ancFOG8_Iz8
243;II.I_K02_Iz8;II.I;II;I;K02;Iz8;ev20;20C;FOG;608;0.643266476;0.337171053;-0.306095423;II.I_ancFOG8_Iz8
244;II.I_K02_Iz8;II.I;II;I;K02;Iz8;ev20;20C;FOG;1008;0.643266476;0.349206349;-0.294060126;II.I_ancFOG8_Iz8
245;II.I_K02_Iz8;II.I;II;I;K02;Iz8;ev20;20C;FOG;668;0.643266476;0.350299401;-0.292967074;II.I_ancFOG8_Iz8
246;II.II_K02_Iz8;II.II;II;II;K02;Iz8;ev20;20C;FOG;354;0.625468165;0.372881356;-0.252586809;II.II_ancFOG8_Iz8
247;II.II_K02_Iz8;II.II;II;II;K02;Iz8;ev20;20C;FOG;227;0.625468165;0.383259912;-0.242208253;II.II_ancFOG8_Iz8
248;II.II_K02_Iz8;II.II;II;II;K02;Iz8;ev20;20C;FOG;619;0.625468165;0.413570275;-0.21189789;II.II_ancFOG8_Iz8
249;III.I_K03_Iz9;III.I;III;I;K03;Iz9;ev20;20C;WT;963;0.258152174;0.325025961;0.066873787;III.I_ancWT9_Iz9
250;III.I_K03_Iz9;III.I;III;I;K03;Iz9;ev20;20C;WT;1232;0.258152174;0.339285714;0.08113354;III.I_ancWT9_Iz9
251;III.I_K03_Iz9;III.I;III;I;K03;Iz9;ev20;20C;WT;456;0.258152174;0.350877193;0.092725019;III.I_ancWT9_Iz9
252;III.I_K03_Iz9;III.I;III;I;K03;Iz9;ev20;20C;WT;623;0.258152174;0.393258427;0.135106253;III.I_ancWT9_Iz9
253;III.II_K03_Iz9;III.II;III;II;K03;Iz9;ev20;20C;WT;1006;0.323595506;0.486083499;0.162487993;III.II_ancWT9_Iz9
254;III.II_K03_Iz9;III.II;III;II;K03;Iz9;ev20;20C;WT;864;0.323595506;0.490740741;0.167145235;III.II_ancWT9_Iz9
255;III.II_K03_Iz9;III.II;III;II;K03;Iz9;ev20;20C;WT;762;0.323595506;0.501312336;0.17771683;III.II_ancWT9_Iz9
256;III.II_K03_Iz9;III.II;III;II;K03;Iz9;ev20;20C;WT;741;0.323595506;0.506072874;0.182477369;III.II_ancWT9_Iz9
257;I.II_K11_Iz6;I.II;I;II;K11;Iz6;ev20;20C;WT;1151;0.505747126;0.256298871;-0.249448256;I.II_ancWT6_Iz6
258;I.II_K11_Iz6;I.II;I;II;K11;Iz6;ev20;20C;WT;578;0.505747126;0.295847751;-0.209899376;I.II_ancWT6_Iz6
259;I.II_K11_Iz6;I.II;I;II;K11;Iz6;ev20;20C;WT;998;0.505747126;0.313627255;-0.192119872;I.II_ancWT6_Iz6
260;I.II_K11_Iz6;I.II;I;II;K11;Iz6;ev20;20C;WT;1425;0.505747126;0.32;-0.185747126;I.II_ancWT6_Iz6
261;I.I_K11_Iz6;I.I;I;I;K11;Iz6;ev20;20C;WT;302;0.629453682;0.394039735;-0.235413947;I.I_ancWT6_Iz6
262;I.I_K11_Iz6;I.I;I;I;K11;Iz6;ev20;20C;WT;454;0.629453682;0.438325991;-0.191127691;I.I_ancWT6_Iz6
263;I.I_K11_Iz6;I.I;I;I;K11;Iz6;ev20;20C;WT;347;0.629453682;0.475504323;-0.153949359;I.I_ancWT6_Iz6
264;I.I_K11_Iz6;I.I;I;I;K11;Iz6;ev20;20C;WT;691;0.629453682;0.513748191;-0.115705491;I.I_ancWT6_Iz6
265;IV.I_K11_Iz6;IV.I;IV;I;K11;Iz6;ev20;20C;WT;530;0.756704981;0.660377358;-0.096327622;IV.I_ancWT6_Iz6
266;IV.I_K11_Iz6;IV.I;IV;I;K11;Iz6;ev20;20C;WT;1045;0.756704981;0.686124402;-0.070580579;IV.I_ancWT6_Iz6
267;IV.I_K11_Iz6;IV.I;IV;I;K11;Iz6;ev20;20C;WT;721;0.756704981;0.687933426;-0.068771555;IV.I_ancWT6_Iz6
268;IV.I_K11_Iz6;IV.I;IV;I;K11;Iz6;ev20;20C;WT;608;0.756704981;0.690789474;-0.065915507;IV.I_ancWT6_Iz6
269;IV.II_K11_Iz6;IV.II;IV;II;K11;Iz6;ev20;20C;WT;713;0.76875;0.786816269;0.018066269;IV.II_ancWT6_Iz6
270;IV.II_K11_Iz6;IV.II;IV;II;K11;Iz6;ev20;20C;WT;1012;0.76875;0.809288538;0.040538538;IV.II_ancWT6_Iz6
271;IV.II_K11_Iz6;IV.II;IV;II;K11;Iz6;ev20;20C;WT;759;0.76875;0.820816864;0.052066864;IV.II_ancWT6_Iz6
272;IV.II_K11_Iz6;IV.II;IV;II;K11;Iz6;ev20;20C;WT;755;0.76875;0.82781457;0.05906457;IV.II_ancWT6_Iz6
273;II.II_K12_Iz8;II.II;II;II;K12;Iz8;ev20;20C;FOG;391;0.318681319;0.138107417;-0.180573902;II.II_ancFOG8_Iz8
274;II.II_K12_Iz8;II.II;II;II;K12;Iz8;ev20;20C;FOG;1025;0.318681319;0.144390244;-0.174291075;II.II_ancFOG8_Iz8
275;II.II_K12_Iz8;II.II;II;II;K12;Iz8;ev20;20C;FOG;348;0.318681319;0.152298851;-0.166382468;II.II_ancFOG8_Iz8
276;II.II_K12_Iz8;II.II;II;II;K12;Iz8;ev20;20C;FOG;1015;0.318681319;0.157635468;-0.161045851;II.II_ancFOG8_Iz8
277;II.I_K12_Iz8;II.I;II;I;K12;Iz8;ev20;20C;FOG;1030;0.431670282;0.169902913;-0.261767369;II.I_ancFOG8_Iz8
278;II.I_K12_Iz8;II.I;II;I;K12;Iz8;ev20;20C;FOG;744;0.431670282;0.225806452;-0.20586383;II.I_ancFOG8_Iz8
279;II.I_K12_Iz8;II.I;II;I;K12;Iz8;ev20;20C;FOG;444;0.431670282;0.247747748;-0.183922534;II.I_ancFOG8_Iz8
280;II.I_K12_Iz8;II.I;II;I;K12;Iz8;ev20;20C;FOG;454;0.431670282;0.290748899;-0.140921383;II.I_ancFOG8_Iz8
281;II.I_K16_Iz8;II.I;II;I;K16;Iz8;ev20;20C;WT;1301;0.453974895;0.308993082;-0.144981813;II.I_ancWT8_Iz8
282;II.I_K16_Iz8;II.I;II;I;K16;Iz8;ev20;20C;WT;748;0.453974895;0.367647059;-0.086327837;II.I_ancWT8_Iz8
283;II.I_K16_Iz8;II.I;II;I;K16;Iz8;ev20;20C;WT;517;0.453974895;0.396518375;-0.05745652;II.I_ancWT8_Iz8
284;II.I_K16_Iz8;II.I;II;I;K16;Iz8;ev20;20C;WT;714;0.453974895;0.403361345;-0.050613551;II.I_ancWT8_Iz8
285;II.II_K16_Iz8;II.II;II;II;K16;Iz8;ev20;20C;WT;1137;0.64075067;0.567282322;-0.073468348;II.II_ancWT8_Iz8
286;II.II_K16_Iz8;II.II;II;II;K16;Iz8;ev20;20C;WT;1226;0.64075067;0.584013051;-0.05673762;II.II_ancWT8_Iz8
287;II.II_K16_Iz8;II.II;II;II;K16;Iz8;ev20;20C;WT;1104;0.64075067;0.605072464;-0.035678206;II.II_ancWT8_Iz8
288;II.II_K16_Iz8;II.II;II;II;K16;Iz8;ev20;20C;WT;838;0.64075067;0.692124105;0.051373435;II.II_ancWT8_Iz8
289;III.II_K21_Iz9;III.II;III;II;K21;Iz9;ev20;20C;FOG;969;0.286012526;0.334365325;0.048352799;III.II_ancFOG9_Iz9
290;III.II_K21_Iz9;III.II;III;II;K21;Iz9;ev20;20C;FOG;844;0.286012526;0.376777251;0.090764725;III.II_ancFOG9_Iz9
291;III.II_K21_Iz9;III.II;III;II;K21;Iz9;ev20;20C;FOG;466;0.286012526;0.381974249;0.095961723;III.II_ancFOG9_Iz9
292;III.II_K21_Iz9;III.II;III;II;K21;Iz9;ev20;20C;FOG;851;0.286012526;0.385428907;0.099416381;III.II_ancFOG9_Iz9
293;III.I_K21_Iz9;III.I;III;I;K21;Iz9;ev20;20C;FOG;469;0.627376426;0.484008529;-0.143367897;III.I_ancFOG9_Iz9
294;III.I_K21_Iz9;III.I;III;I;K21;Iz9;ev20;20C;FOG;1035;0.627376426;0.498550725;-0.128825701;III.I_ancFOG9_Iz9
295;III.I_K21_Iz9;III.I;III;I;K21;Iz9;ev20;20C;FOG;524;0.627376426;0.503816794;-0.123559632;III.I_ancFOG9_Iz9
296;III.I_K21_Iz9;III.I;III;I;K21;Iz9;ev20;20C;FOG;1062;0.627376426;0.558380414;-0.068996012;III.I_ancFOG9_Iz9
297;II.I_K25_Iz8;II.I;II;I;K25;Iz8;ev20;20C;FOG;817;0.390291262;0.257037944;-0.133253318;II.I_ancFOG8_Iz8
298;II.I_K25_Iz8;II.I;II;I;K25;Iz8;ev20;20C;FOG;748;0.390291262;0.263368984;-0.126922278;II.I_ancFOG8_Iz8
299;II.I_K25_Iz8;II.I;II;I;K25;Iz8;ev20;20C;FOG;1108;0.390291262;0.28700361;-0.103287652;II.I_ancFOG8_Iz8
300;II.I_K25_Iz8;II.I;II;I;K25;Iz8;ev20;20C;FOG;427;0.390291262;0.288056206;-0.102235056;II.I_ancFOG8_Iz8
301;II.II_K25_Iz8;II.II;II;II;K25;Iz8;ev20;20C;FOG;736;0.659090909;0.331521739;-0.32756917;II.II_ancFOG8_Iz8
302;II.II_K25_Iz8;II.II;II;II;K25;Iz8;ev20;20C;FOG;923;0.659090909;0.348862405;-0.310228504;II.II_ancFOG8_Iz8
303;II.II_K25_Iz8;II.II;II;II;K25;Iz8;ev20;20C;FOG;673;0.659090909;0.353640416;-0.305450493;II.II_ancFOG8_Iz8
304;II.II_K25_Iz8;II.II;II;II;K25;Iz8;ev20;20C;FOG;1010;0.659090909;0.359405941;-0.299684968;II.II_ancFOG8_Iz8
305;IV.I_K28_Iz6;IV.I;IV;I;K28;Iz6;ev20;20C;FOG;623;0.62;0.439807384;-0.180192616;IV.I_ancFOG6_Iz6
306;IV.I_K28_Iz6;IV.I;IV;I;K28;Iz6;ev20;20C;FOG;235;0.62;0.480851064;-0.139148936;IV.I_ancFOG6_Iz6
307;IV.I_K28_Iz6;IV.I;IV;I;K28;Iz6;ev20;20C;FOG;610;0.62;0.526229508;-0.093770492;IV.I_ancFOG6_Iz6
308;IV.I_K28_Iz6;IV.I;IV;I;K28;Iz6;ev20;20C;FOG;90;0.62;0.566666667;-0.053333333;IV.I_ancFOG6_Iz6
309;IV.II_K28_Iz6;IV.II;IV;II;K28;Iz6;ev20;20C;FOG;316;0.781021898;0.651898734;-0.129123164;IV.II_ancFOG6_Iz6
310;IV.II_K28_Iz6;IV.II;IV;II;K28;Iz6;ev20;20C;FOG;311;0.781021898;0.710610932;-0.070410965;IV.II_ancFOG6_Iz6
311;IV.II_K28_Iz6;IV.II;IV;II;K28;Iz6;ev20;20C;FOG;521;0.781021898;0.765834933;-0.015186965;IV.II_ancFOG6_Iz6
312;IV.II_K28_Iz6;IV.II;IV;II;K28;Iz6;ev20;20C;FOG;442;0.781021898;0.78959276;0.008570862;IV.II_ancFOG6_Iz6
313;I.II_K32_Iz6;I.II;I;II;K32;Iz6;ev20;20C;WT;1169;0.47993311;0.318220701;-0.161712409;I.II_ancWT6_Iz6
314;I.II_K32_Iz6;I.II;I;II;K32;Iz6;ev20;20C;WT;923;0.47993311;0.336944745;-0.142988365;I.II_ancWT6_Iz6
315;I.II_K32_Iz6;I.II;I;II;K32;Iz6;ev20;20C;WT;1146;0.47993311;0.337696335;-0.142236775;I.II_ancWT6_Iz6
316;I.II_K32_Iz6;I.II;I;II;K32;Iz6;ev20;20C;WT;956;0.47993311;0.34623431;-0.133698801;I.II_ancWT6_Iz6
317;I.I_K32_Iz6;I.I;I;I;K32;Iz6;ev20;20C;WT;671;0.571428571;0.415797317;-0.155631254;I.I_ancWT6_Iz6
318;I.I_K32_Iz6;I.I;I;I;K32;Iz6;ev20;20C;WT;670;0.571428571;0.446268657;-0.125159915;I.I_ancWT6_Iz6
319;I.I_K32_Iz6;I.I;I;I;K32;Iz6;ev20;20C;WT;254;0.571428571;0.452755906;-0.118672666;I.I_ancWT6_Iz6
320;I.I_K32_Iz6;I.I;I;I;K32;Iz6;ev20;20C;WT;578;0.571428571;0.470588235;-0.100840336;I.I_ancWT6_Iz6
321;IV.I_K32_Iz6;IV.I;IV;I;K32;Iz6;ev20;20C;WT;877;0.726098191;0.654503991;-0.0715942;IV.I_ancWT6_Iz6
322;IV.I_K32_Iz6;IV.I;IV;I;K32;Iz6;ev20;20C;WT;823;0.726098191;0.663426488;-0.062671703;IV.I_ancWT6_Iz6
323;IV.I_K32_Iz6;IV.I;IV;I;K32;Iz6;ev20;20C;WT;907;0.726098191;0.683572216;-0.042525975;IV.I_ancWT6_Iz6
324;IV.II_K32_Iz6;IV.II;IV;II;K32;Iz6;ev20;20C;WT;669;0.7136;0.693572496;-0.020027504;IV.II_ancWT6_Iz6
325;IV.II_K32_Iz6;IV.II;IV;II;K32;Iz6;ev20;20C;WT;435;0.7136;0.698850575;-0.014749425;IV.II_ancWT6_Iz6
326;IV.I_K32_Iz6;IV.I;IV;I;K32;Iz6;ev20;20C;WT;891;0.726098191;0.713804714;-0.012293477;IV.I_ancWT6_Iz6
327;IV.II_K32_Iz6;IV.II;IV;II;K32;Iz6;ev20;20C;WT;466;0.7136;0.740343348;0.026743348;IV.II_ancWT6_Iz6
328;IV.II_K32_Iz6;IV.II;IV;II;K32;Iz6;ev20;20C;WT;433;0.7136;0.76443418;0.05083418;IV.II_ancWT6_Iz6
329;II.II_K37_Iz8;II.II;II;II;K37;Iz8;ev20;20C;WT;795;0.513071895;0.333333333;-0.179738562;II.II_ancWT8_Iz8
330;II.II_K37_Iz8;II.II;II;II;K37;Iz8;ev20;20C;WT;369;0.513071895;0.35501355;-0.158058345;II.II_ancWT8_Iz8
331;II.II_K37_Iz8;II.II;II;II;K37;Iz8;ev20;20C;WT;915;0.513071895;0.369398907;-0.143672988;II.II_ancWT8_Iz8
332;II.II_K37_Iz8;II.II;II;II;K37;Iz8;ev20;20C;WT;1420;0.513071895;0.36971831;-0.143353586;II.II_ancWT8_Iz8
333;II.I_K37_Iz8;II.I;II;I;K37;Iz8;ev20;20C;WT;571;0.549413735;0.376532399;-0.172881336;II.I_ancWT8_Iz8
334;II.I_K37_Iz8;II.I;II;I;K37;Iz8;ev20;20C;WT;774;0.549413735;0.478036176;-0.07137756;II.I_ancWT8_Iz8
335;II.I_K37_Iz8;II.I;II;I;K37;Iz8;ev20;20C;WT;674;0.549413735;0.483679525;-0.06573421;II.I_ancWT8_Iz8
336;II.I_K37_Iz8;II.I;II;I;K37;Iz8;ev20;20C;WT;693;0.549413735;0.538239538;-0.011174197;II.I_ancWT8_Iz8
337;III.I_K40_Iz9;III.I;III;I;K40;Iz9;ev20;20C;FOG;737;0.419172932;0.251017639;-0.168155293;III.I_ancFOG9_Iz9
338;III.I_K40_Iz9;III.I;III;I;K40;Iz9;ev20;20C;FOG;564;0.419172932;0.262411348;-0.156761585;III.I_ancFOG9_Iz9
339;III.I_K40_Iz9;III.I;III;I;K40;Iz9;ev20;20C;FOG;747;0.419172932;0.315930388;-0.103242544;III.I_ancFOG9_Iz9
340;III.II_K40_Iz9;III.II;III;II;K40;Iz9;ev20;20C;FOG;584;0.423913043;0.325342466;-0.098570578;III.II_ancFOG9_Iz9
341;III.I_K40_Iz9;III.I;III;I;K40;Iz9;ev20;20C;FOG;792;0.419172932;0.338383838;-0.080789094;III.I_ancFOG9_Iz9
342;III.II_K40_Iz9;III.II;III;II;K40;Iz9;ev20;20C;FOG;549;0.423913043;0.344262295;-0.079650748;III.II_ancFOG9_Iz9
343;III.II_K40_Iz9;III.II;III;II;K40;Iz9;ev20;20C;FOG;746;0.423913043;0.375335121;-0.048577923;III.II_ancFOG9_Iz9
344;III.II_K40_Iz9;III.II;III;II;K40;Iz9;ev20;20C;FOG;909;0.423913043;0.377337734;-0.04657531;III.II_ancFOG9_Iz9
345;III.II_K43_Iz9;III.II;III;II;K43;Iz9;ev20;20C;WT;763;0.281879195;0.373525557;0.091646362;III.II_ancWT9_Iz9
346;III.II_K43_Iz9;III.II;III;II;K43;Iz9;ev20;20C;WT;668;0.281879195;0.381736527;0.099857332;III.II_ancWT9_Iz9
347;III.II_K43_Iz9;III.II;III;II;K43;Iz9;ev20;20C;WT;815;0.281879195;0.397546012;0.115666818;III.II_ancWT9_Iz9
348;III.II_K43_Iz9;III.II;III;II;K43;Iz9;ev20;20C;WT;814;0.281879195;0.415233415;0.133354221;III.II_ancWT9_Iz9
349;III.I_K43_Iz9;III.I;III;I;K43;Iz9;ev20;20C;WT;1335;0.531120332;0.488389513;-0.042730819;III.I_ancWT9_Iz9
350;III.I_K43_Iz9;III.I;III;I;K43;Iz9;ev20;20C;WT;1483;0.531120332;0.513149022;-0.01797131;III.I_ancWT9_Iz9
351;III.I_K43_Iz9;III.I;III;I;K43;Iz9;ev20;20C;WT;667;0.531120332;0.526236882;-0.00488345;III.I_ancWT9_Iz9
352;III.I_K43_Iz9;III.I;III;I;K43;Iz9;ev20;20C;WT;671;0.531120332;0.591654247;0.060533915;III.I_ancWT9_Iz9
